record_key,battery_id,row_type,interval_index,working_ion,paper_training_ion,framework_formula,formula_charge,formula_discharge,id_charge,id_discharge,fracA_charge,fracA_discharge,average_voltage_V,crystal_system_charge,spacegroup_number_charge,crystal_system_discharge,spacegroup_number_discharge,num_steps,last_updated,basic_checks_passed,complete_basic_inputs,issues,warnings,source_csv_row,row_uid,input_row_hash,canonical_host,computed_fracA_charge,ion_per_reduced_host_charge,fraction_error_charge,computed_fracA_discharge,ion_per_reduced_host_discharge,fraction_error_discharge,delta_ion_per_reduced_host,composition_checks_passed,symmetry_checks_passed,review_flags,priority_voltage_review,step4_issues,eligible_for_baseline,group_id,mixed_cv_fold,li_cv_fold,shares_group_with_mixed_development,shares_group_with_li_development,partition,review_decision,evidence_reference,reviewer_notes
f997751a091a96e8107f73c7a7b8c28dfc8b843cb8c026a101b5f87a2630bb6a,,adjacent,0,Mg,True,Eu2Fe2O5,Eu2Fe2O5,Eu4Mg(Fe2O5)2,mp-aaacjicv,mp-aaaewxgo,0.0,0.052631578947368,14.70430537500001,Orthorhombic,46,Monoclinic,8,1,2025-09-19T09:43:15.184000,True,True,,missing_battery_id_use_record_key_for_provenance,4617,21392e753262c9263068577c76de479ce347d7d7977543e4a04900ffec2df694,3dcba92fd05409b6bae4ab07b689fefd35f73772c924de9d37ec0171a3a42177,Eu:2|Fe:2|O:5,0.0,0.0,0.0,0.05263157894736842,0.5,4.163336342344337e-16,0.5,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_21392e753262c9263068577c76de479ce347d7d7977543e4a04900ffec2df694,4,,,,development,pending,,
79c0f2eb94192d2ea14e1d1a150524c7073aa69f3e61dd941ce9f0330d875d7a,,adjacent,0,Li,True,Fe7O15,Li6Fe7O15,Li8Fe7O15,mp-aaabreqa,mp-aaabrbhs,0.21428571428571402,0.266666666666666,-4.121740726666668,Monoclinic,12,Monoclinic,12,1,2025-09-19T09:44:30.644000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,2689,2189a41522bb6dfd3ef2bd2f19a72b0add06e8d1df102b190311012aecfceebb,5acb1002a921c60894308707164d7b4dbf56c5be93a8b12cf99847e0a785fa2f,Fe:7|O:15,0.21428571428571427,6.0,2.498001805406602e-16,0.26666666666666666,8.0,6.661338147750939e-16,2.0,True,True,battery_id_absent_using_record_key;negative_voltage;priority_voltage_review;source:More than one working ion per transition metal,True,,True,g_2189a41522bb6dfd3ef2bd2f19a72b0add06e8d1df102b190311012aecfceebb,8,8,,,development,pending,,
1ea09d81dfea6d9091e37ea7dbd5e979b2e222e398f49d28ca8020e27720bcbb,,adjacent,0,Li,True,Ti2(PO4)3,LiTi2(PO4)3,Li3Ti2(PO4)3,mp-aaabsuoy,mp-aaabrcga,0.055555555555555004,0.15,33.06577115833334,Triclinic,2,Monoclinic,12,1,2025-09-19T09:44:32.203000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,3220,3e0ba8dd3ebd1e4fd7263a1e7dc4683cb9771c5d3ab0aa5f0bd865f27a690cfc,b21265d7c24af4f596eb28e031dc5f0750b5b0cde516c9115a4f24952ce39def,O:12|P:3|Ti:2,0.05555555555555555,1.0,5.48172618408671e-16,0.15,3.0,0.0,2.0,True,True,battery_id_absent_using_record_key;priority_voltage_review;source:More than one working ion per transition metal,True,,True,g_3333d557ccf2ea778e0c9d8fe31ea73f5f621e32e36a5ea7de0280f4c05570f3,6,6,,,development,pending,,
693e00dea5884146787bf78edd883aaaeb28c597cba3c760dbe07f2143578643,,adjacent,0,Li,True,V4(OF3)3,V4(OF3)3,Li3V4(OF3)3,mp-aaabxawi,mp-aaabtwbd,0.0,0.157894736842105,14.052197353333336,Triclinic,1,Triclinic,1,2,2025-09-19T09:44:51.928000,True,True,,missing_battery_id_use_record_key_for_provenance,2444,4cb81699833e488f8a0df5da35efbb2b8b4aef848624ac34ab4e33e7e9292271,447bead95dc18e1e781806311b1591a19eff4471799698279fc8195b11a4037d,F:9|O:3|V:4,0.0,0.0,0.0,0.15789473684210525,3.0,2.498001805406602e-16,3.0,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_2f20f3d921223744205682c6900c4b6f621cae9d581b4cadde4bb317034ea95e,3,0,,,development,pending,,
396b00b1589008a2e8cb020634da77873228ba38aec64d3b57a5479e0c10f7bf,,adjacent,0,Li,True,V2(PO4)3,V2(PO4)3,LiV2(PO4)3,mp-aaacbehp,mp-aaabwwnw,0.0,0.055555555555555004,-7.754751246666666,Triclinic,2,Triclinic,2,1,2025-09-19T09:44:52.450000,True,True,,missing_battery_id_use_record_key_for_provenance,3313,5aa1178e99231f993cd6af2ff5605f8dc5a35d1d03e04653ea0cf3c26d53a7dd,7176eebdf8c3a3f686d3b28473d5b4978e7b2ca331e85dc72becf76f71b67c75,O:12|P:3|V:2,0.0,0.0,0.0,0.05555555555555555,1.0,5.48172618408671e-16,1.0,True,True,battery_id_absent_using_record_key;negative_voltage;priority_voltage_review,True,,True,g_02e0785562a1f87901dd81251ff36a55fdf8e1c9e42ae8f640712df0fc829d46,0,3,,,development,pending,,
bffe48e7d4579b561f0b8fbb73ae4bbb317b019e1a57616fb3a13b4c3b7bfa67,,adjacent,0,Li,True,FeBO3,Li2Fe3(BO3)3,Li5Fe6(BO3)6,mp-aaabrffo,mp-aaabrpxg,0.11764705882352901,0.14285714285714202,11.530565783333302,Monoclinic,6,Monoclinic,8,2,2025-09-19T09:44:30.678000,True,True,,missing_battery_id_use_record_key_for_provenance,66,6cb71ba7d75ec926552f3255b2c26837703ec8eca0cad65b484c6646d0fc6b14,01b83c180c9223449d723510daf13acd922a08d1d751e3958a03f4f72a27efa7,B:1|Fe:1|O:3,0.11764705882352941,0.6666666666666666,4.0245584642661925e-16,0.14285714285714285,0.8333333333333334,8.326672684688674e-16,0.16666666666666674,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_11e2548798b27915ae34042fd6f7f7fb296908f5fd8fd92615a0b8cda634fcd9,6,5,,,development,pending,,
ece943da0295986eaadd1b0ef5bf4294f4ac1b85b41ea143261a2c4da5be2273,,adjacent,0,Li,True,Mn5OF11,Mn5OF11,Li3Mn5OF11,mp-aaabyhon,mp-aaabtmte,0.0,0.15,10.623049853333333,Triclinic,1,Triclinic,1,1,2025-09-19T09:44:51.874000,True,True,,missing_battery_id_use_record_key_for_provenance,2250,86af2627938c623e79fb4885007a3e602136dd4b518820cfcfb0722d919b87dc,b094a8e49332c2b87e4c142a9637ba2f4e9c87cf8ad8d5edcdcffe0a66ea9dfa,F:11|Mn:5|O:1,0.0,0.0,0.0,0.15,3.0,0.0,3.0,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_13abd15fe118e78388334d6efb55ac03ac0dc32d2271fdb44064e041a303c36b,5,0,,,development,pending,,
e012eb98caa4fbfa5fa0ab39acde074103152266442102bcaaa5229f68fc7c06,,adjacent,0,Li,True,Fe2O3F,Fe2O3F,LiFe8(O3F)4,mp-aaabrbmx,mp-aaacsiwy,0.0,0.04,16.123655613333373,Orthorhombic,63,Monoclinic,5,1,2025-09-19T09:44:30.908000,True,True,,missing_battery_id_use_record_key_for_provenance,822,89f2811dcdc9b06e5c60fcc315a3c0c3c4321238cb4a7310b58000ad712c3db6,0ed33ef19e81474817f7a81aec3fcda2fa34a1a23bf4f2d098d366cd9f5cfea5,F:1|Fe:2|O:3,0.0,0.0,0.0,0.04,0.25,0.0,0.25,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_455874a7a3738193c7b93e84d9ecc57a5ee947e6ac16da37032f1d3712e5cff9,2,9,,,development,pending,,
c905c921849727e60e0bc9d241864b257b7bc21acd698ee85c1df56efa4288f6,,adjacent,0,Li,True,MgCr7(SO4)12,MgCr7(SO4)12,LiMgCr7(SO4)12,mp-aaabyohd,mp-aaabpjrv,0.0,0.014492753623188002,-6.93478877666666,Triclinic,1,Triclinic,1,1,2025-09-19T09:44:19.059000,True,True,,missing_battery_id_use_record_key_for_provenance,2133,b3c88fe8b686403b2b4ebb195a147e980ed6e3458062e59be1df5dfd8584b02c,ac535f042c0beaa73fbb8c9dbac0322e1727295b3830619dd113592be398dd1b,Cr:7|Mg:1|O:48|S:12,0.0,0.0,0.0,0.014492753623188406,1.0,4.0419056990259605e-16,1.0,True,True,battery_id_absent_using_record_key;negative_voltage;priority_voltage_review,True,,True,g_b3c88fe8b686403b2b4ebb195a147e980ed6e3458062e59be1df5dfd8584b02c,4,2,,,development,pending,,
65d37ff9c68dd8511d4d0ec7a58e51a8caacb5f9fdb2e6982822c94df194639f,,adjacent,0,Li,True,FeO2,Li(FeO2)3,Li2(FeO2)3,mp-aaabqvfj,mp-aaabqvtb,0.1,0.18181818181818102,12.29607954833333,Orthorhombic,70,Orthorhombic,70,1,2025-09-19T09:44:19.558000,True,True,,missing_battery_id_use_record_key_for_provenance,2671,b4f730638d134fed1c92e725803b638d53f6bdaafa645ac1b8d9c35a273c7612,cfe68e8adc8b758d139ccbc93e9efcd2a33828e1a70c528a52f8711b5dd4fe5e,Fe:1|O:2,0.1,0.3333333333333333,0.0,0.18181818181818182,0.6666666666666666,8.049116928532385e-16,0.3333333333333333,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_0770dbb8c670682d17d23e7c07387129564a9d791df79a93f722b76f2c7698de,4,8,,,development,pending,,
4eeb804e027a4ee4f75d1b2c7f689859a8a5a330d01b2f0a37c3dfa2e495b171,,adjacent,0,Li,True,VP2HO8,LiV2P4(HO8)2,Li3V2P4(HO8)2,mp-aaabtzaf,mp-aaabwtxc,0.04,0.11111111111111101,15.549063130833334,Triclinic,1,Triclinic,1,1,2025-09-19T09:44:52.008000,True,True,,missing_battery_id_use_record_key_for_provenance;source:More than one working ion per transition metal,931,c5c26e162652d16dc3e74470af6556c849fe3eb84499e2dd9be845ce3ed2f6b8,6769f057386cd4a7460ec0b6097003f9ad7d0935a24cb657ce053158c88bc842,H:1|O:8|P:2|V:1,0.04,0.5,0.0,0.1111111111111111,1.5,9.71445146547012e-17,1.0,True,True,battery_id_absent_using_record_key;priority_voltage_review;source:More than one working ion per transition metal,True,,True,g_37e3a4d946c7b1e447820bedbd24ac45809d25cccdd0bc249c98d791cae539e8,,,,,holdout,pending,,
5ac5a01329a179f6331c54c37e8a1bb74f6dbab6abc222b1a1437f70725a3ae3,,adjacent,0,Ca,True,C,CaC4,CaC2,mp-aaacrbxn,mp-aaabgmfx,0.2,0.33333333333333304,10.5291479925,Cubic,224,Cubic,224,1,2025-09-19T09:42:39.505000,True,True,,missing_battery_id_use_record_key_for_provenance;source:Transition metal not found,6134,e554ce636ac45883072af2eefe57b228110f3d2a2aedcfe053dddc7e34676abe,4206eca6875ed7c1cd101772216bbaae44ffbbde824bc556e14b5c2d40015dcd,C:1,0.2,0.25,0.0,0.3333333333333333,0.5,2.7755575615628914e-16,0.25,True,True,battery_id_absent_using_record_key;priority_voltage_review;source:Transition metal not found,True,,True,g_259d92b323dfa40969164b713533bd7485fa47f797934801fb9d8adbe15e29ed,1,,,,development,pending,,
693e00dea5884146787bf78edd883aaaeb28c597cba3c760dbe07f2143578643,,adjacent,1,Li,True,V4(OF3)3,Li3V4(OF3)3,Li4V4(OF3)3,mp-aaabtwbd,mp-aaabtqdy,0.157894736842105,0.2,10.178403443333329,Triclinic,1,Triclinic,1,2,2025-09-19T09:44:51.928000,True,True,,missing_battery_id_use_record_key_for_provenance,2445,ebd8fab4acf71d7d433aec225f3cd84f22ea94a0366154de77dc83330819d637,1bb7d64a983e01f49eeb5c34ccdbebc31c8a452fe0dd8df89e5519b0708e3924,F:9|O:3|V:4,0.15789473684210525,3.0,2.498001805406602e-16,0.2,4.0,0.0,1.0,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_2f20f3d921223744205682c6900c4b6f621cae9d581b4cadde4bb317034ea95e,3,0,,,development,pending,,
32eaeffee7d9f9ad0ba1479f5ff07494815871e00e1e9b5069bf84d7ed1119e7,,adjacent,0,Mg,True,Eu6WO12,Eu6WO12,Eu6MgWO12,mp-aaabqvlh,mp-aaaewxxg,0.0,0.05,14.246549829999998,Trigonal,148,Trigonal,148,1,2025-09-19T09:43:46.817000,True,True,,missing_battery_id_use_record_key_for_provenance,4621,fcebcdd2f35494fb05e005e06ee536b1f8999b4839e627eb6a7a57ece901fb1f,ec69ba2c3b4969536e1d796c05f4a76660017e06fb06669dc8a092bac8243ff1,Eu:6|O:12|W:1,0.0,0.0,0.0,0.05,1.0,0.0,1.0,True,True,battery_id_absent_using_record_key;priority_voltage_review,True,,True,g_fcebcdd2f35494fb05e005e06ee536b1f8999b4839e627eb6a7a57ece901fb1f,8,,,,development,pending,,
